objectid,c_mun_via,via_loc,nombre_calle,nombre_municipio
29634,5025400257,Calle Cariñena   (Tarazona),Calle Cariñena,Tarazona
29880,5025400321,Polígono Tarazona-cataluña   (Tarazona),Polígono Tarazona-cataluña,Tarazona
29887,5025400328,Parque La Milagrosa   (Cunchillos),Parque La Milagrosa,Cunchillos
30118,5019000033,Calle Tejedores   (Nonaspe),Calle Tejedores,Nonaspe
30127,5019000042,Calle Barcelona   (Nonaspe),Calle Barcelona,Nonaspe
26521,5014200021,Calle Costanilla a   (Lituénigo),Calle Costanilla a,Lituénigo
26537,5016600013,Calle Fayón   (Mequinenza),Calle Fayón,Mequinenza
26782,5016600113,Calle Numero Cinco   (Mequinenza),Calle Numero Cinco,Mequinenza
26794,5018200042,Camino Palomar   (Muel),Camino Palomar,Muel
27021,5019100007,Callejón Lechuga   (Novallas),Callejón Lechuga,Novallas
32526,5090005816,Diseminados Carretera Logroño el Pilón   (Zaragoza),Diseminados Carretera Logroño el Pilón,Zaragoza
33986,5030400328,Plaza Mayor Ontinar   (Zuera),Plaza Mayor Ontinar,Zuera
32554,5029800029,Calle Sumoaldea B   (Villarroya de La Sierra),Calle Sumoaldea B,Villarroya de La Sierra
34550,5090005878,Diseminados Soto Alfocea   (Casetas),Diseminados Soto Alfocea,Casetas
34107,5090000674,Calle Pablo Parellada   (Zaragoza),Calle Pablo Parellada,Zaragoza
34385,5090000775,Calle Luis Royo Villanova   (Zaragoza),Calle Luis Royo Villanova,Zaragoza
33799,5090000574,Calle Salvador Minguijón   (Zaragoza),Calle Salvador Minguijón,Zaragoza
34659,5090006083,Área S-51-1   (Zaragoza),Área S-51-1,Zaragoza
32981,5090001844,Camino Silos   (Santa Isabel),Camino Silos,Santa Isabel
33263,5090002034,Calle Las Misiones   (Zaragoza),Calle Las Misiones,Zaragoza
33281,5090002138,Calle Arzobispo Casimiro Morcillo   (Zaragoza),Calle Arzobispo Casimiro Morcillo,Zaragoza
33605,5090003248,Glorieta Ciudad de Sarajevo   (Zaragoza),Glorieta Ciudad de Sarajevo,Zaragoza
33612,5090003256,Calle Ibón de Marbore   (Miralbueno),Calle Ibón de Marbore,Miralbueno
32560,5029823176,Carretera A-2504   (Villarroya de La Sierra),Carretera A-2504,Villarroya de La Sierra
33997,5030400346,Paseo Cuartero Moreno Andrés Al   (Zuera),Paseo Cuartero Moreno Andrés Al,Zuera
34279,5027700211,Calle Soria   (Utebo),Calle Soria,Utebo
34301,5027700235,Calle Barcelona   (Utebo),Calle Barcelona,Utebo
24045,5017100019,Calle Vicaria   (Monegrillo),Calle Vicaria,Monegrillo
24312,5010300006,Calle Juderia   (Fabara),Calle Juderia,Fabara
24328,5010300023,Calle Río Matarraña   (Fabara),Calle Río Matarraña,Fabara
24543,5012700004,Plaza Inmaculada   (Illueca),Plaza Inmaculada,Illueca
24553,5012700014,Callejón Jarque   (Illueca),Callejón Jarque,Illueca
24790,5015400006,Calle Castillo   (Magallón),Calle Castillo,Magallón
24073,5010100027,Calle Panderilla   (Escatrón),Calle Panderilla,Escatrón
24825,5015400042,Calle Monasterio de Veruela   (Magallón),Calle Monasterio de Veruela,Magallón
24844,5018500014,Camino Estación   (Murero),Camino Estación,Murero
24310,5010300004,Calle Batea   (Fabara),Calle Batea,Fabara
24848,5018500018,Plaza Iglesia   (Murero),Plaza Iglesia,Murero
24082,5010100037,Cuesta Tozal   (Escatrón),Cuesta Tozal,Escatrón
24335,5010300030,Calle Torrejon   (Fabara),Calle Torrejon,Fabara
24349,5012500034,Calle Huertos   (Herrera de Los Navarros),Calle Huertos,Herrera de Los Navarros
24353,5012500038,Calle Camino G   (Herrera de Los Navarros),Calle Camino G,Herrera de Los Navarros
24562,5012700023,Calle Diputación   (Illueca),Calle Diputación,Illueca
26176,5018100017,Camino Canales   (Mozota),Camino Canales,Mozota
26185,5018200000,-    (Virgen de La Fuente),-,Virgen de La Fuente
26161,5018021803,Carretera A-2306   (Moyuela),Carretera A-2306,Moyuela
24578,5015300033,Calle Norte   (Maella),Calle Norte,Maella
24585,5015300040,Calle San Jacinto   (Maella),Calle San Jacinto,Maella
24592,5015300048,Calle Virgen Portal   (Maella),Calle Virgen Portal,Maella
27662,5022000146,Calle Fray Francisco Sobrecasas   (La Puebla de Alfindén),Calle Fray Francisco Sobrecasas,La Puebla de Alfindén
27666,5022000150,Calle Monte Perdido   (La Puebla de Alfindén),Calle Monte Perdido,La Puebla de Alfindén
27639,5022000118,Calle Naranjo Malpica   (Malpica),Calle Naranjo Malpica,Malpica
27903,5024700011,Calle Jota   (Sierra de Luna),Calle Jota,Sierra de Luna
28044,5022400041,Calle Santiago Apostol   (Quinto),Calle Santiago Apostol,Quinto
26094,5013800043,Calle Sender Ramón José   (Leciñena),Calle Sender Ramón José,Leciñena
27261,5021900021,Calle General Artigas   (Puebla de Albortón),Calle General Artigas,Puebla de Albortón
27274,5022000008,Calle Eras Altas   (La Puebla de Alfindén),Calle Eras Altas,La Puebla de Alfindén
27282,5022000017,Calle Nueva   (La Puebla de Alfindén),Calle Nueva,La Puebla de Alfindén
27577,5020000007,Calle Paso   (Aguilar de Ebro),Calle Paso,Aguilar de Ebro
26026,5011600130,Calle Unamuno   (Fuentes de Ebro),Calle Unamuno,Fuentes de Ebro
26004,5011600108,Calle Riera Ginel   (Fuentes de Ebro),Calle Riera Ginel,Fuentes de Ebro
26299,5014000023,Calle Labordeta Subias Miguel   (Letux),Calle Labordeta Subias Miguel,Letux
26553,5016600047,Calle Santa Agatoclia   (Mequinenza),Calle Santa Agatoclia,Mequinenza
26826,5018300007,Calle Herrería   (La Muela),Calle Herrería,La Muela
26569,5018320002,Carretera N-330   (Alto de La Muela),Carretera N-330,Alto de La Muela
26840,5009600010,Calle San Martín   (Embid de Ariza),Calle San Martín,Embid de Ariza
26847,5009600020,Plaza Casa de la Vega   (Casa de La Vega),Plaza Casa de la Vega,Casa de La Vega
26819,5018300000,-    (Alto de La Muela),-,Alto de La Muela
26072,5013800020,Calle Medio Solano   (Leciñena),Calle Medio Solano,Leciñena
26342,5016400097,Calle Río Jalón   (María de Huerva),Calle Río Jalón,María de Huerva
26346,5016400101,Calle Río Ara   (María de Huerva),Calle Río Ara,María de Huerva
26351,5016400106,Calle Fuendetodos   (María de Huerva),Calle Fuendetodos,María de Huerva
26356,5016400112,Calle de Gistain Valle   (María de Huerva),Calle de Gistain Valle,María de Huerva
26362,5016400118,Calle Cuarte de Huerva   (María de Huerva),Calle Cuarte de Huerva,María de Huerva
26100,5013800053,Calle Piscinas   (Leciñena),Calle Piscinas,Leciñena
31330,5090001308,Calle San Juan Bautista   (Zaragoza),Calle San Juan Bautista,Zaragoza
26577,5018400004,Calle Cantarranas   (Munébrega),Calle Cantarranas,Munébrega
26602,5018400029,Edificios Diseminados   (Munébrega),Edificios Diseminados,Munébrega
26806,5018200056,Urbanización Parque Muel   (Muel),Urbanización Parque Muel,Muel
27010,5009900125,Calle Jaime I el Conquistador   (Épila),Calle Jaime I el Conquistador,Épila
26289,5014000012,Calle Huerta   (Letux),Calle Huerta,Letux
26265,5011900010,Calle Tejar   (Gallur),Calle Tejar,Gallur
26554,5016600048,Calle Sepulcro   (Mequinenza),Calle Sepulcro,Mequinenza
26809,5018200062,Polígono El Pitarco II   (Muel),Polígono El Pitarco II,Muel
26051,5013721619,Carretera S/N   (Lécera),Carretera S/N,Lécera
26047,5011620001,Carretera N-232A   (Fuentes de Ebro),Carretera N-232A,Fuentes de Ebro
26081,5013800029,Calle Bélgica   (Leciñena),Calle Bélgica,Leciñena
26335,5016400090,Paseo Constitución   (María de Huerva),Paseo Constitución,María de Huerva
26876,5014700008,Plaza Iglesia   (Lucena de Jalón),Plaza Iglesia,Lucena de Jalón
26861,5009800013,Calle Maestros   (Encinacorba),Calle Maestros,Encinacorba
34568,5090005935,Área Sector 89/1 Equipamiento   (Zaragoza),Área Sector 89/1 Equipamiento,Zaragoza
34584,5090005956,Área F-56-15   (Zaragoza),Área F-56-15,Zaragoza
33805,5090000580,Camino de los Molinos   (Zaragoza),Camino de los Molinos,Zaragoza
33834,5090000610,Calle Murcia   (Zaragoza),Calle Murcia,Zaragoza
34123,5090000690,Calle Telesforo Peromarta   (Zaragoza),Calle Telesforo Peromarta,Zaragoza
33611,5090003255,Calle Ibón de Trigoniero   (Miralbueno),Calle Ibón de Trigoniero,Miralbueno
33620,5090003265,Calle Ciudad de Ceuta   (Zaragoza),Calle Ciudad de Ceuta,Zaragoza
33626,5090003273,Calle El Sueño   (Zaragoza),Calle El Sueño,Zaragoza
33596,5090002300,Calle Polígono San Valero   (Zaragoza),Calle Polígono San Valero,Zaragoza
32696,5090003097,Avenida Movera   (Movera),Avenida Movera,Movera
32701,5090003106,Calle Rafaela Aparicio   (Zaragoza),Calle Rafaela Aparicio,Zaragoza
32990,5090005169,Calle 18 Victoria Ocampo   (Zaragoza),Calle 18 Victoria Ocampo,Zaragoza
32996,5090005204,Camino Vado Segunda Travesía   (Zaragoza),Camino Vado Segunda Travesía,Zaragoza
33062,5030400002,Avenida Candevania   (Zuera),Avenida Candevania,Zuera
33676,5030400224,Calle Villanueva   (Zuera),Calle Villanueva,Zuera
32792,5090003240,Calle Jarque de Moncayo   (Zaragoza),Calle Jarque de Moncayo,Zaragoza
32807,5030200004,Plaza Iglesia   (La Zaida),Plaza Iglesia,La Zaida
34742,5090028145,Calle Andador Giuseppe Verdi   (Zaragoza),Calle Andador Giuseppe Verdi,Zaragoza
34766,5090090029,Calle Pilar Gascon   (Zaragoza),Calle Pilar Gascon,Zaragoza
34783,5090090048,Puente de Santiago   (Zaragoza),Puente de Santiago,Zaragoza
34005,5030400354,Calle El Cormoran   (Zuera),Calle El Cormoran,Zuera
34011,5030400360,Calle Monarre   (Urbanizacion Las Galias),Calle Monarre,Urbanizacion Las Galias
34021,5030400371,Calle Mar Caribe   (Urbanizacion Zuera Sur),Calle Mar Caribe,Urbanizacion Zuera Sur
34033,5030400383,Calle Hermanos Lumière   (Las Lomas del Gallego),Calle Hermanos Lumière,Las Lomas del Gallego
34037,5030400387,Calle Castillo de Montearagón   (Estación Portazgo),Calle Castillo de Montearagón,Estación Portazgo
34134,5090002403,Calle Óscar Arnulfo Romero   (Zaragoza),Calle Óscar Arnulfo Romero,Zaragoza
34142,5090002412,Calle Velillanas   (Juslibol),Calle Velillanas,Juslibol
34147,5090002418,Calle María Zayas Sotomayor   (Zaragoza),Calle María Zayas Sotomayor,Zaragoza
33827,5090000603,Calle Mosén José Martínez   (Zaragoza),Calle Mosén José Martínez,Zaragoza
34426,5090002517,Calle Juan Ramón Jiménez   (Zaragoza),Calle Juan Ramón Jiménez,Zaragoza
34439,5090002531,Calle Alfonso X El Sabio   (Zaragoza),Calle Alfonso X El Sabio,Zaragoza
34419,5090002510,Calle Julio García Condoy   (Zaragoza),Calle Julio García Condoy,Zaragoza
33851,5090002320,Calle Mornes   (Zaragoza),Calle Mornes,Zaragoza
33328,5090003469,Camino de la Poza   (Alfocea),Camino de la Poza,Alfocea
27501,5024300047,Bajada Playa   (Sástago),Bajada Playa,Sástago
27530,5024300076,Carretera La Zaida-sastago   (Sástago),Carretera La Zaida-sastago,Sástago
27784,5025900019,Plaza Virgen   (Tobed),Plaza Virgen,Tobed
27793,5026000004,Calle Empedrada   (Torralba de Los Frailes),Calle Empedrada,Torralba de Los Frailes
27104,5024000005,Calle Iglesia   (Santa Cruz de Moncayo),Calle Iglesia,Santa Cruz de Moncayo
27607,5020100007,Plaza España   (Paniza),Plaza España,Paniza
27615,5022000091,Camino Solana   (La Puebla de Alfindén),Camino Solana,La Puebla de Alfindén
26938,5016700004,Calle Crucero   (Mesones de Isuela),Calle Crucero,Mesones de Isuela
26948,5009900051,Plaza Capitán Esponera   (Épila),Plaza Capitán Esponera,Épila
27175,5019400011,Calle Rosario   (Nuez de Ebro),Calle Rosario,Nuez de Ebro
27180,5019400019,Calle Pascuala Peire   (Nuez de Ebro),Calle Pascuala Peire,Nuez de Ebro
27657,5022000141,Calle Trastamara   (La Puebla de Alfindén),Calle Trastamara,La Puebla de Alfindén
27183,5019400022,Calle Camino A   (Nuez de Ebro),Calle Camino A,Nuez de Ebro
27400,5019800002,Calle Coso Bajo   (Orés),Calle Coso Bajo,Orés
27426,5019900020,Calle Peñuelas   (Oseja),Calle Peñuelas,Oseja
27676,5022000160,Calle Valle de Tena   (La Puebla de Alfindén),Calle Valle de Tena,La Puebla de Alfindén
27292,5024100002,Diseminados Carretera   (Santa Eulalia de Gállego),Diseminados Carretera,Santa Eulalia de Gállego
27803,5020100018,Calle Hernández Santiago   (Paniza),Calle Hernández Santiago,Paniza
27628,5022000107,Calle Hinojo Malpica   (La Puebla de Alfindén),Calle Hinojo Malpica,La Puebla de Alfindén
27875,5024600023,Camino Vecinal   (Sestrica),Camino Vecinal,Sestrica
26988,5009900102,Calle Letra a   (Épila),Calle Letra a,Épila
26969,5009900080,Calle Miguel Servet   (Épila),Calle Miguel Servet,Épila
26248,5011800014,Plaza San Braulio   (Gallocanta),Plaza San Braulio,Gallocanta
26274,5013900004,Calle Mayor   (Lechón),Calle Mayor,Lechón
26525,5014200025,Calle Moncayo   (Lituénigo),Calle Moncayo,Lituénigo
27683,5022000172,Plaza Moreral   (La Puebla de Alfindén),Plaza Moreral,La Puebla de Alfindén
27413,5019800016,Avenida Luz   (Orés),Avenida Luz,Orés
27690,5022020002,Carretera N-IIA   (La Puebla de Alfindén),Carretera N-IIA,La Puebla de Alfindén
27705,5024400005,Calle Molino   (Saviñán),Calle Molino,Saviñán
27915,5024800001,Calle Roncal   (Sigüés),Calle Roncal,Sigüés
28005,5020400016,Calle Sanclemente   (Pastriz),Calle Sanclemente,Pastriz
26339,5016400094,Calle Río Vero   (María de Huerva),Calle Río Vero,María de Huerva
28612,5020700001,Calle Abadía   (Perdiguera),Calle Abadía,Perdiguera
28622,5020700036,Calle Iglesia   (Perdiguera),Calle Iglesia,Perdiguera
28895,5023300003,Calle Carmen   (Sádaba),Calle Carmen,Sádaba
28911,5023300020,Calle Barrio Verde Alto   (Sádaba),Calle Barrio Verde Alto,Sádaba
28925,5023300099,Calle Juan XXIII   (Sádaba),Calle Juan XXIII,Sádaba
28117,5024900005,Calle Castillo   (Sisamón),Calle Castillo,Sisamón
28385,5026100003,Calle Carrapinilla   (Torralba de Ribota),Calle Carrapinilla,Torralba de Ribota
28406,5026100025,Edificios Diseminados   (Torralba de Ribota),Edificios Diseminados,Torralba de Ribota
28419,5026200016,Calle Benito Barcena Luna   (Torralbilla),Calle Benito Barcena Luna,Torralbilla
28645,5020700081,Calle Villamayor   (Perdiguera),Calle Villamayor,Perdiguera
28113,5024824932,Carretera A-1601   (Arlingo),Carretera A-1601,Arlingo
28934,5025300008,Calle Graneros   (Talamantes),Calle Graneros,Talamantes
28955,5025400010,Calle Arco Santa  Ana   (Tarazona),Calle Arco Santa  Ana,Tarazona
28425,5026300002,Calle Cantarranas   (Torrehermosa),Calle Cantarranas,Torrehermosa
31475,5029300103,Calle Sector Dos   (Villanueva de Gállego),Calle Sector Dos,Villanueva de Gállego
31521,5030601913,Calle Santa Lucía   (Villamayor de Gállego),Calle Santa Lucía,Villamayor de Gállego
31776,5029320005,Carretera S/N   (El Batán),Carretera S/N,El Batán
32381,5029725436,Carretera S/N   (Villarreal de Huerva),Carretera S/N,Villarreal de Huerva
32384,5029800005,Calle Gasca   (Villarroya de La Sierra),Calle Gasca,Villarroya de La Sierra
32083,5090000054,Calle Arco San Ildefonso   (Zaragoza),Calle Arco San Ildefonso,Zaragoza
32092,5090000065,Calle Enrique Armisen   (Zaragoza),Calle Enrique Armisen,Zaragoza
32100,5090000073,Calle Arzobispo Domenech   (Zaragoza),Calle Arzobispo Domenech,Zaragoza
32414,5090000142,Calle Vadiello   (Zaragoza),Calle Vadiello,Zaragoza
32422,5090000151,Calle Juan Cabrero   (Zaragoza),Calle Juan Cabrero,Zaragoza
32099,5090000072,Calle Arzobispo Apaolaza   (Zaragoza),Calle Arzobispo Apaolaza,Zaragoza
32431,5090000160,Calle Lorenzo Calvo de Rozas   (Zaragoza),Calle Lorenzo Calvo de Rozas,Zaragoza
32440,5090000169,Calle Antonio Cánovas   (Zaragoza),Calle Antonio Cánovas,Zaragoza
27792,5026000003,Calle Cuatro Esquinas   (Torralba de Los Frailes),Calle Cuatro Esquinas,Torralba de Los Frailes
32967,5090001830,Calle Río   (San Juan de Mozarrifar),Calle Río,San Juan de Mozarrifar
33635,5090003282,Calle La Primavera   (Zaragoza),Calle La Primavera,Zaragoza
33642,5090003289,Calle Los Leñadores   (Zaragoza),Calle Los Leñadores,Zaragoza
33649,5090003296,Calle Pascual Albero Burillo   (Zaragoza),Calle Pascual Albero Burillo,Zaragoza
32833,5030200041,Calle San Jorge   (La Zaida),Calle San Jorge,La Zaida
32839,5030200047,Travesía Santa Bárbara   (La Zaida),Travesía Santa Bárbara,La Zaida
32851,5090000273,Calle Daroca   (Zaragoza),Calle Daroca,Zaragoza
34312,5027700908,Calle Pilar Miró   (Utebo),Calle Pilar Miró,Utebo
34318,5090000702,Calle Francisco de Pizarro   (Zaragoza),Calle Francisco de Pizarro,Zaragoza
34324,5090000709,Calle Juan Porcell   (Zaragoza),Calle Juan Porcell,Zaragoza
34333,5090000718,Calle Francisco Pradilla   (Zaragoza),Calle Francisco Pradilla,Zaragoza
34572,5090005940,Calle Desayuno con diamantes   (Zaragoza),Calle Desayuno con diamantes,Zaragoza
34820,5090090223,Calle Castillo de Mequinenza   (Zaragoza),Calle Castillo de Mequinenza,Zaragoza
34826,5090090229,Calle Faro de Lastres   (Zaragoza),Calle Faro de Lastres,Zaragoza
34835,5090090238,Calle Acueducto de Segovia   (Zaragoza),Calle Acueducto de Segovia,Zaragoza
34639,5090006027,Diseminados Torre de Peirade-31   (Zaragoza),Diseminados Torre de Peirade-31,Zaragoza
33219,5090001860,Calle Sur   (Santa Isabel),Calle Sur,Santa Isabel
33528,5090002150,Calle Luis Pérez Serrano   (Zaragoza),Calle Luis Pérez Serrano,Zaragoza
26501,5014100013,Calle San Sebastián   (Litago),Calle San Sebastián,Litago
27945,5026900001,Calle Calvo Sotelo   (Trasmoz),Calle Calvo Sotelo,Trasmoz
32677,5090001755,Carretera Pastriz   (Movera),Carretera Pastriz,Movera
33000,5090005229,Calle Norte Cogullada   (Zaragoza),Calle Norte Cogullada,Zaragoza
33010,5090005257,Calle Junio -El Zorongo-   (Zaragoza),Calle Junio -El Zorongo-,Zaragoza
33021,5090005271,Calle Polígono Portazgo   (El Tomillar),Calle Polígono Portazgo,El Tomillar
33116,5030400119,Calle Portugal   (El Campillo),Calle Portugal,El Campillo
33478,5090000485,Calle Lausana   (Zaragoza),Calle Lausana,Zaragoza
33452,5090000458,Plaza de los Sitios   (Zaragoza),Plaza de los Sitios,Zaragoza
33483,5090000490,Calle Lerida   (Zaragoza),Calle Lerida,Zaragoza
32572,5029900014,Calle Letra a   (Villarroya del Campo),Calle Letra a,Villarroya del Campo
32576,5029900018,Calle Letra E   (Villarroya del Campo),Calle Letra E,Villarroya del Campo
34042,5030400393,Avenida Pirineos Ontinar   (El Aliagar),Avenida Pirineos Ontinar,El Aliagar
34325,5090000710,Calle Polígono Portazgo Cr Logroño Km 6   (Zaragoza),Calle Polígono Portazgo Cr Logroño Km 6,Zaragoza
33532,5090002174,Callejón Tenerife   (Zaragoza),Callejón Tenerife,Zaragoza
33819,5090000595,Calle Monzón   (Zaragoza),Calle Monzón,Zaragoza
33524,5090002146,Calle Maestro J Tellería   (Zaragoza),Calle Maestro J Tellería,Zaragoza
33550,5090002225,Calle Arco   (Montañana),Calle Arco,Montañana
32627,5090000249,Calle Convertidos   (Zaragoza),Calle Convertidos,Zaragoza
28013,5020400026,Calle Camino A   (Pastriz),Calle Camino A,Pastriz
27293,5024100003,Calle Fuente   (Santa Eulalia de Gállego),Calle Fuente,Santa Eulalia de Gállego
34145,5090002416,Plaza Tello Valdivieso   (San Gregorio),Plaza Tello Valdivieso,San Gregorio
27993,5020324842,Carretera CV-901   (Paracuellos de La Ribera),Carretera CV-901,Paracuellos de La Ribera
27807,5020100022,Calle Letra B   (Paniza),Calle Letra B,Paniza
27891,5024600046,Calle del Hospital   (Viver de La Sierra),Calle del Hospital,Viver de La Sierra
27098,5023900022,Barrio Bajo Aldehuela   (La Aldehuela de Santa Cruz),Barrio Bajo Aldehuela,La Aldehuela de Santa Cruz
27120,5025500176,Calle La Custodia   (Tauste),Calle La Custodia,Tauste
27369,5019500012,Calle Fuente   (Olvés),Calle Fuente,Olvés
26718,5014400028,Calle Zaragoza   (Longares),Calle Zaragoza,Longares
26736,5014400051,Calle Lorbes   (Longares),Calle Lorbes,Longares
26956,5009900059,Plaza Infante Felipe   (Épila),Plaza Infante Felipe,Épila
26978,5009900089,Calle Cautivico   (Épila),Calle Cautivico,Épila
26215,5011700001,Calle Bajera   (Fuentes de Jiloca),Calle Bajera,Fuentes de Jiloca
27439,5022000031,Calle Alfonso Ramón   (Malpica),Calle Alfonso Ramón,Malpica
26222,5011700009,Calle Olmillo   (Fuentes de Jiloca),Calle Olmillo,Fuentes de Jiloca
26518,5014200017,Calle Juego Pelota   (Lituénigo),Calle Juego Pelota,Lituénigo
27026,5019100012,Calle San Marcial   (Novallas),Calle San Marcial,Novallas
34183,5090002455,Calle Alagón   (Zaragoza),Calle Alagón,Zaragoza
27267,5021924877,Carretera Z-V-1001   (Puebla de Albortón),Carretera Z-V-1001,Puebla de Albortón
27610,5020100010,Calle Mayor   (Paniza),Calle Mayor,Paniza
26246,5011800012,Calle Calvario   (Gallocanta),Calle Calvario,Gallocanta
26494,5014100004,Calle Moral   (Litago),Calle Moral,Litago
27444,5022000038,Edificios Diseminados   (La Puebla de Alfindén),Edificios Diseminados,La Puebla de Alfindén
28014,5020400027,Caserío Alfranca   (Pastriz),Caserío Alfranca,Pastriz
31787,5030624022,Carretera A-1104   (Villamayor de Gállego),Carretera A-1104,Villamayor de Gállego
31519,5030601911,Calle San Juan   (Villamayor de Gállego),Calle San Juan,Villamayor de Gállego
31512,5030601904,Calle Aljecería   (Villamayor de Gállego),Calle Aljecería,Villamayor de Gállego
31796,5090000004,Calle Juan Francisco Andrés Uztarroz   (Zaragoza),Calle Juan Francisco Andrés Uztarroz,Zaragoza
31807,5090000016,Calle Álava   (Zaragoza),Calle Álava,Zaragoza
32101,5090000074,Calle Arzobispo Soldevila   (Zaragoza),Calle Arzobispo Soldevila,Zaragoza
32120,5090000096,Calle Ciudad de Barbastro   (Zaragoza),Calle Ciudad de Barbastro,Zaragoza
32122,5090000098,Calle Pintor Zuloaga   (Zaragoza),Calle Pintor Zuloaga,Zaragoza
32430,5090000159,Paseo Gran Vía   (Zaragoza),Paseo Gran Vía,Zaragoza
31524,5030601918,Calle Valle Maestro   (Villamayor de Gállego),Calle Valle Maestro,Villamayor de Gállego
31530,5030602232,Calle Dos de Mayo   (Villamayor de Gállego),Calle Dos de Mayo,Villamayor de Gállego
31539,5030602632,Calle Ciudad Jardín   (Villamayor de Gállego),Calle Ciudad Jardín,Villamayor de Gállego
31548,5030602970,Calle Realengo   (Villamayor de Gállego),Calle Realengo,Villamayor de Gállego
31314,5090001292,Calle José Pascasio Escoriaza   (Zaragoza),Calle José Pascasio Escoriaza,Zaragoza
31321,5090001299,Calle Monegros   (Zaragoza),Calle Monegros,Zaragoza
30386,5090000800,Calle San Antonio de Padua   (Zaragoza),Calle San Antonio de Padua,Zaragoza
30706,5090002666,Calle Santander   (Casetas),Calle Santander,Casetas
30717,5090002677,Camino Torre Agustinos   (Montañana),Camino Torre Agustinos,Montañana
31545,5030602927,Calle Calera   (Villamayor de Gállego),Calle Calera,Villamayor de Gállego
31781,5030608000,Diseminados  Zaragoza   (Villamayor de Gállego),Diseminados  Zaragoza,Villamayor de Gállego
32130,5090000107,Calle Bélgica   (Zaragoza),Calle Bélgica,Zaragoza
32136,5090000114,Calle Berenguer de Bardají   (Zaragoza),Calle Berenguer de Bardají,Zaragoza
32117,5090000092,Calle Pantano de Yesa   (Zaragoza),Calle Pantano de Yesa,Zaragoza
32230,5090003654,Polígono Ciudad del Transporte Calle I   (San Juan de Mozarrifar),Polígono Ciudad del Transporte Calle I,San Juan de Mozarrifar
32262,5090003687,Calle Teatro La Fenice   (Zaragoza),Calle Teatro La Fenice,Zaragoza
31369,5090003336,Calle Miguel Luesma Castán   (Zaragoza),Calle Miguel Luesma Castán,Zaragoza
31346,5090001325,Calle Miguel Asín y Palacios   (Zaragoza),Calle Miguel Asín y Palacios,Zaragoza
31379,5090003349,Calle Julián Matute Hervias   (Zaragoza),Calle Julián Matute Hervias,Zaragoza
31673,5090005740,Calle Atraco a las Tres   (Zaragoza),Calle Atraco a las Tres,Zaragoza
31960,5090003033,Calle Sierra de Gúdar   (Zaragoza),Calle Sierra de Gúdar,Zaragoza
31965,5090003038,Plaza José María Forque   (Zaragoza),Plaza José María Forque,Zaragoza
31181,5029200015,Calle Carretera   (Villalengua),Calle Carretera,Villalengua
30301,5019300025,Calle Tranquera Num 7   (La Tranquera),Calle Tranquera Num 7,La Tranquera
30596,5027800025,Calle Alta   (Valdehorna),Calle Alta,Valdehorna
30607,5027900008,Calle Letra C   (Val de San Martín),Calle Letra C,Val de San Martín
32899,5090000323,Calle Escultor Palao   (Zaragoza),Calle Escultor Palao,Zaragoza
32617,5090000239,Avenida Compromiso de Caspe   (Zaragoza),Avenida Compromiso de Caspe,Zaragoza
33313,5090003454,Calle Isaac Albéniz   (Zaragoza),Calle Isaac Albéniz,Zaragoza
33335,5090003477,Calle M Pilar Real Castillo   (Montañana),Calle M Pilar Real Castillo,Montañana
33343,5090003485,Calle El Resplandor   (Zaragoza),Calle El Resplandor,Zaragoza
33345,5090003487,Camino de la Loma   (Santa Isabel),Camino de la Loma,Santa Isabel
33657,5090003306,Calle Tomás Ostariz Forcén   (Santa Isabel),Calle Tomás Ostariz Forcén,Santa Isabel
33683,5030400231,Calle Moncayo   (Zuera),Calle Moncayo,Zuera
33691,5030400248,Calle Valle Hecho   (Las Lomas del Gallego),Calle Valle Hecho,Las Lomas del Gallego
33703,5030400260,Calle Río Piedra   (Las Lomas del Gallego),Calle Río Piedra,Las Lomas del Gallego
32798,5030000009,Plaza Pilar   (Vistabella),Plaza Pilar,Vistabella
33086,5030400029,Calle Vallones   (Zuera),Calle Vallones,Zuera
33097,5030400057,Calle Grecia   (El Campillo),Calle Grecia,El Campillo
33413,5030400186,Calle Cuartel   (Zuera),Calle Cuartel,Zuera
33425,5030400199,Calle Bonal Juan   (Zuera),Calle Bonal Juan,Zuera
33434,5030400209,Calle Zufaria Miguel   (Zuera),Calle Zufaria Miguel,Zuera
34341,5090000726,Calle Prudencio   (Zaragoza),Calle Prudencio,Zaragoza
34592,5090005973,Área F-85-1   (Zaragoza),Área F-85-1,Zaragoza
34030,5030400380,Avenida Oceano Antartico   (El Aliagar),Avenida Oceano Antartico,El Aliagar
32923,5090000349,Calle Flores   (Zaragoza),Calle Flores,Zaragoza
27132,5025500191,Plaza Iglesia   (Santa Engracia),Plaza Iglesia,Santa Engracia
32615,5090000237,Paseo de la Ribera   (Zaragoza),Paseo de la Ribera,Zaragoza
33242,5090001993,Manzana 6201 Venta Cano   (Zaragoza),Manzana 6201 Venta Cano,Zaragoza
33253,5090002020,Urbanización Fuentes de La Junquera   (Zaragoza),Urbanización Fuentes de La Junquera,Zaragoza
33661,5090003310,Calle Alfonso Zapater Gil   (Santa Isabel),Calle Alfonso Zapater Gil,Santa Isabel
32732,5090003165,Urbanización Torreblanca   (Garrapinillos),Urbanización Torreblanca,Garrapinillos
